"Name","Appetite","Dominant Teeth","Diet Category","Foot Count","Size","Aggressive","Domesticable"
"Animal 1794","Small","Canine","Herbivore","4","1","3","TRUE"
"Animal 1795","Big","Canine","Omnivore","1","2","5","FALSE"
"Animal 1796","Big","Canine","Omnivore","6","3","4","TRUE"
"Animal 1797","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 1798","Big","Canine","Omnivore","10","2","1","FALSE"
"Animal 1799","Small","Canine","Omnivore","12","3","5","FALSE"
"Animal 1800","Medium","Incisor","Carnivore","2","3","3","FALSE"
"Animal 1801","Medium","Incisor","Omnivore","2","1","5","TRUE"
"Animal 1802","Big","Canine","Herbivore","4","3","2","TRUE"
"Animal 1803","Big","Incisor","Omnivore","6","1","3","TRUE"
"Animal 1804","Big","Canine","Omnivore","3","2","2","FALSE"
"Animal 1805","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 1806","Big","Canine","Omnivore","6","3","5","TRUE"
"Animal 1807","Medium","Canine","Carnivore","1","2","1","FALSE"
"Animal 1808","Big","Canine","Herbivore","6","1","1","TRUE"
"Animal 1809","Big","Incisor","Carnivore","8","2","5","FALSE"
"Animal 1810","Medium","Canine","Carnivore","1","3","1","FALSE"
"Animal 1811","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 1812","Small","Incisor","Omnivore","6","1","2","TRUE"
"Animal 1813","Small","Incisor","Carnivore","4","3","2","FALSE"
"Animal 1814","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 1815","Big","Canine","Herbivore","4","1","1","TRUE"
"Animal 1816","Medium","Canine","Omnivore","4","1","3","TRUE"
"Animal 1817","Medium","Canine","Omnivore","4","3","5","TRUE"
"Animal 1818","Big","Canine","Omnivore","6","2","3","TRUE"
"Animal 1819","Big","Incisor","Omnivore","2","1","2","TRUE"
"Animal 1820","Big","Incisor","Omnivore","11","2","5","FALSE"
"Animal 1821","Medium","Canine","Omnivore","2","3","2","FALSE"
"Animal 1822","Medium","Canine","Carnivore","10","2","1","FALSE"
"Animal 1823","Medium","Canine","Omnivore","6","2","3","TRUE"
"Animal 1824","Medium","Incisor","Carnivore","6","2","3","FALSE"
"Animal 1825","Medium","Canine","Omnivore","6","3","5","TRUE"
"Animal 1826","Small","Canine","Omnivore","4","1","5","TRUE"
"Animal 1827","Medium","Incisor","Herbivore","2","1","3","TRUE"
"Animal 1828","Big","Incisor","Omnivore","5","3","3","FALSE"
"Animal 1829","Big","Canine","Herbivore","4","2","5","TRUE"
"Animal 1830","Small","Incisor","Omnivore","11","2","4","FALSE"
"Animal 1831","Big","Incisor","Omnivore","9","2","4","FALSE"
"Animal 1832","Medium","Incisor","Omnivore","2","2","4","FALSE"
"Animal 1833","Big","Canine","Omnivore","2","2","2","TRUE"
"Animal 1834","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 1835","Small","Incisor","Omnivore","9","3","3","FALSE"
"Animal 1836","Small","Canine","Herbivore","2","2","2","TRUE"
"Animal 1837","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 1838","Big","Incisor","Omnivore","12","3","5","FALSE"
"Animal 1839","Small","Incisor","Carnivore","12","2","2","FALSE"
"Animal 1840","Big","Incisor","Herbivore","4","1","3","TRUE"
"Animal 1841","Big","Incisor","Omnivore","6","1","3","TRUE"
"Animal 1842","Big","Incisor","Omnivore","4","2","1","TRUE"
"Animal 1843","Medium","Incisor","Omnivore","3","3","3","FALSE"
"Animal 1844","Big","Canine","Omnivore","2","3","5","TRUE"
"Animal 1845","Small","Canine","Carnivore","4","3","5","FALSE"
"Animal 1846","Big","Incisor","Carnivore","6","2","2","FALSE"
"Animal 1847","Medium","Canine","Carnivore","12","2","2","FALSE"
"Animal 1848","Small","Incisor","Omnivore","2","2","4","FALSE"
"Animal 1849","Big","Canine","Omnivore","3","3","2","FALSE"
"Animal 1850","Big","Incisor","Omnivore","9","2","1","FALSE"
"Animal 1851","Medium","Canine","Omnivore","6","1","5","TRUE"
"Animal 1852","Small","Canine","Herbivore","4","1","1","TRUE"
"Animal 1853","Medium","Canine","Omnivore","6","1","3","TRUE"
"Animal 1854","Big","Canine","Omnivore","7","2","2","FALSE"
"Animal 1855","Medium","Incisor","Omnivore","1","2","1","FALSE"
"Animal 1856","Small","Incisor","Carnivore","6","2","2","FALSE"
"Animal 1857","Big","Incisor","Carnivore","12","3","5","FALSE"
"Animal 1858","Medium","Incisor","Omnivore","5","2","3","FALSE"
"Animal 1859","Small","Incisor","Herbivore","4","2","5","TRUE"
"Animal 1860","Big","Canine","Omnivore","2","3","4","FALSE"
"Animal 1861","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 1862","Small","Canine","Carnivore","12","2","3","FALSE"
"Animal 1863","Medium","Incisor","Omnivore","12","2","2","FALSE"
"Animal 1864","Medium","Incisor","Omnivore","4","3","2","FALSE"
"Animal 1865","Small","Canine","Omnivore","4","2","1","TRUE"
"Animal 1866","Medium","Canine","Omnivore","4","1","5","TRUE"
"Animal 1867","Small","Canine","Omnivore","4","2","2","TRUE"
"Animal 1868","Small","Incisor","Carnivore","5","3","5","FALSE"
"Animal 1869","Small","Canine","Omnivore","2","2","5","TRUE"
"Animal 1870","Medium","Canine","Omnivore","2","3","1","FALSE"
"Animal 1871","Big","Incisor","Omnivore","7","2","6","FALSE"
"Animal 1872","Small","Canine","Omnivore","2","2","3","TRUE"
"Animal 1873","Medium","Incisor","Herbivore","4","1","2","TRUE"
"Animal 1874","Small","Canine","Herbivore","4","1","3","TRUE"
"Animal 1875","Small","Incisor","Omnivore","4","1","2","TRUE"
"Animal 1876","Small","Incisor","Omnivore","9","3","1","FALSE"
"Animal 1877","Big","Canine","Herbivore","6","3","5","TRUE"
"Animal 1878","Small","Canine","Herbivore","6","1","2","TRUE"
"Animal 1879","Medium","Incisor","Omnivore","6","3","5","FALSE"
"Animal 1880","Small","Canine","Herbivore","4","1","3","TRUE"
"Animal 1881","Medium","Incisor","Omnivore","4","1","5","TRUE"
"Animal 1882","Medium","Incisor","Omnivore","4","2","5","TRUE"
"Animal 1883","Medium","Canine","Omnivore","6","2","1","TRUE"
"Animal 1884","Medium","Canine","Omnivore","6","1","1","TRUE"
"Animal 1885","Medium","Incisor","Carnivore","6","3","1","FALSE"
"Animal 1886","Big","Canine","Omnivore","6","2","4","FALSE"
"Animal 1887","Big","Incisor","Omnivore","1","2","5","FALSE"
"Animal 1888","Big","Incisor","Carnivore","8","2","2","FALSE"
"Animal 1889","Small","Canine","Omnivore","6","2","2","TRUE"
"Animal 1890","Small","Canine","Omnivore","2","1","1","TRUE"
"Animal 1891","Small","Incisor","Omnivore","4","2","4","TRUE"
"Animal 1892","Small","Canine","Omnivore","4","2","5","TRUE"
"Animal 1893","Small","Incisor","Omnivore","6","2","2","FALSE"
"Animal 1894","Big","Incisor","Herbivore","2","1","5","TRUE"
"Animal 1895","Small","Canine","Herbivore","4","1","1","TRUE"
"Animal 1896","Medium","Incisor","Omnivore","6","3","4","FALSE"
"Animal 1897","Big","Canine","Herbivore","4","1","4","TRUE"
"Animal 1898","Medium","Canine","Herbivore","4","2","5","TRUE"
"Animal 1899","Big","Incisor","Carnivore","2","2","6","FALSE"
"Animal 1900","Medium","Incisor","Omnivore","1","2","4","FALSE"
"Animal 1901","Big","Canine","Herbivore","6","1","4","TRUE"
"Animal 1902","Small","Canine","Omnivore","2","3","1","TRUE"
"Animal 1903","Medium","Incisor","Omnivore","10","3","2","FALSE"
"Animal 1904","Small","Canine","Omnivore","6","3","1","TRUE"
"Animal 1905","Small","Incisor","Carnivore","4","2","1","FALSE"
"Animal 1906","Small","Incisor","Omnivore","4","1","3","TRUE"
"Animal 1907","Big","Canine","Omnivore","2","2","5","TRUE"
"Animal 1908","Medium","Incisor","Omnivore","2","2","2","TRUE"
"Animal 1909","Big","Canine","Omnivore","6","3","5","FALSE"
"Animal 1910","Medium","Incisor","Omnivore","4","1","1","TRUE"
"Animal 1911","Medium","Incisor","Omnivore","7","3","1","FALSE"
"Animal 1912","Small","Canine","Herbivore","4","3","5","TRUE"
"Animal 1913","Medium","Incisor","Omnivore","6","2","3","TRUE"
"Animal 1914","Big","Incisor","Omnivore","6","1","3","TRUE"
"Animal 1915","Medium","Canine","Omnivore","2","3","3","TRUE"
"Animal 1916","Medium","Incisor","Omnivore","9","2","2","FALSE"
"Animal 1917","Big","Canine","Carnivore","2","3","3","FALSE"
"Animal 1918","Medium","Incisor","Omnivore","4","2","5","FALSE"
"Animal 1919","Big","Canine","Omnivore","10","2","1","FALSE"
"Animal 1920","Big","Canine","Omnivore","6","1","5","TRUE"
"Animal 1921","Big","Incisor","Omnivore","1","3","5","FALSE"
"Animal 1922","Medium","Canine","Omnivore","6","1","3","TRUE"
"Animal 1923","Small","Canine","Omnivore","2","1","2","TRUE"
"Animal 1924","Big","Incisor","Omnivore","11","3","6","FALSE"
"Animal 1925","Small","Canine","Omnivore","2","2","3","TRUE"
"Animal 1926","Small","Incisor","Herbivore","2","2","2","TRUE"
"Animal 1927","Small","Incisor","Omnivore","1","3","4","FALSE"
"Animal 1928","Small","Incisor","Omnivore","12","3","6","FALSE"
"Animal 1929","Medium","Incisor","Omnivore","5","3","4","FALSE"
"Animal 1930","Small","Incisor","Carnivore","1","3","4","FALSE"
"Animal 1931","Medium","Canine","Omnivore","11","2","3","FALSE"
"Animal 1932","Big","Incisor","Omnivore","2","3","5","FALSE"
"Animal 1933","Big","Incisor","Carnivore","9","3","2","FALSE"
"Animal 1934","Medium","Canine","Omnivore","6","1","1","TRUE"
"Animal 1935","Big","Incisor","Omnivore","4","3","2","TRUE"
"Animal 1936","Medium","Canine","Omnivore","6","1","1","TRUE"
"Animal 1937","Medium","Incisor","Omnivore","11","2","6","FALSE"
"Animal 1938","Medium","Incisor","Omnivore","1","2","5","FALSE"
"Animal 1939","Big","Incisor","Omnivore","10","3","3","FALSE"
"Animal 1940","Big","Incisor","Omnivore","2","1","3","TRUE"
"Animal 1941","Big","Incisor","Omnivore","9","2","2","FALSE"
"Animal 1942","Medium","Canine","Omnivore","4","2","4","TRUE"
"Animal 1943","Big","Canine","Omnivore","10","3","5","FALSE"
"Animal 1944","Small","Canine","Herbivore","4","1","5","TRUE"
"Animal 1945","Big","Incisor","Carnivore","2","2","3","FALSE"
"Animal 1946","Big","Incisor","Omnivore","8","3","2","FALSE"
"Animal 1947","Medium","Canine","Omnivore","6","2","1","TRUE"
"Animal 1948","Big","Canine","Carnivore","5","2","5","FALSE"
"Animal 1949","Big","Canine","Omnivore","4","1","1","TRUE"
"Animal 1950","Small","Incisor","Omnivore","4","1","4","TRUE"
"Animal 1951","Small","Incisor","Omnivore","1","3","6","FALSE"
"Animal 1952","Big","Incisor","Omnivore","2","1","3","TRUE"
"Animal 1953","Small","Canine","Omnivore","2","1","3","TRUE"
"Animal 1954","Big","Incisor","Carnivore","5","3","1","FALSE"
"Animal 1955","Small","Canine","Omnivore","7","2","6","FALSE"
"Animal 1956","Small","Incisor","Carnivore","8","2","2","FALSE"
"Animal 1957","Medium","Canine","Herbivore","2","1","2","TRUE"
"Animal 1958","Small","Incisor","Carnivore","10","2","4","FALSE"
"Animal 1959","Big","Canine","Omnivore","8","3","6","FALSE"
"Animal 1960","Medium","Canine","Omnivore","2","1","2","TRUE"
"Animal 1961","Small","Incisor","Omnivore","8","3","1","FALSE"
"Animal 1962","Medium","Incisor","Carnivore","8","2","5","FALSE"
"Animal 1963","Big","Incisor","Carnivore","10","2","2","FALSE"
"Animal 1964","Big","Incisor","Omnivore","2","2","3","TRUE"
"Animal 1965","Big","Incisor","Omnivore","7","2","2","FALSE"
"Animal 1966","Small","Canine","Herbivore","4","2","1","TRUE"
"Animal 1967","Medium","Canine","Herbivore","4","1","4","TRUE"
"Animal 1968","Medium","Canine","Herbivore","4","2","1","TRUE"
"Animal 1969","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 1970","Medium","Canine","Omnivore","2","1","3","TRUE"
"Animal 1971","Small","Canine","Omnivore","6","1","2","TRUE"
"Animal 1972","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 1973","Small","Canine","Omnivore","6","3","4","TRUE"
"Animal 1974","Medium","Incisor","Omnivore","4","1","1","TRUE"
"Animal 1975","Small","Incisor","Omnivore","4","1","2","TRUE"
"Animal 1976","Small","Canine","Omnivore","6","2","5","TRUE"
"Animal 1977","Small","Canine","Omnivore","2","2","2","TRUE"
"Animal 1978","Big","Incisor","Omnivore","5","2","2","FALSE"
"Animal 1979","Big","Incisor","Omnivore","4","2","1","TRUE"
"Animal 1980","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 1981","Small","Canine","Herbivore","2","2","2","TRUE"
"Animal 1982","Big","Incisor","Omnivore","7","2","2","FALSE"
"Animal 1983","Small","Canine","Omnivore","12","2","2","FALSE"
"Animal 1984","Small","Canine","Omnivore","2","2","2","TRUE"
"Animal 1985","Small","Incisor","Omnivore","7","2","4","FALSE"
"Animal 1986","Medium","Incisor","Carnivore","10","3","2","FALSE"
"Animal 1987","Small","Canine","Herbivore","6","3","2","TRUE"
"Animal 1988","Big","Incisor","Carnivore","12","3","2","FALSE"
"Animal 1989","Big","Incisor","Carnivore","4","2","4","FALSE"
"Animal 1990","Medium","Canine","Omnivore","6","3","4","TRUE"
"Animal 1991","Medium","Canine","Herbivore","6","3","5","TRUE"
"Animal 1992","Small","Canine","Herbivore","2","3","1","TRUE"
"Animal 1993","Big","Incisor","Carnivore","3","3","2","FALSE"
"Animal 1994","Big","Incisor","Herbivore","2","3","1","TRUE"
"Animal 1995","Big","Canine","Omnivore","2","3","4","TRUE"
"Animal 1996","Big","Canine","Omnivore","6","3","4","FALSE"
"Animal 1997","Big","Canine","Omnivore","4","3","2","TRUE"
"Animal 1998","Small","Canine","Omnivore","2","3","5","TRUE"
"Animal 1999","Small","Incisor","Omnivore","6","3","4","TRUE"
"Animal 2000","Big","Incisor","Omnivore","9","3","2","FALSE"
"Animal 2001","Medium","Incisor","Carnivore","8","3","4","FALSE"
"Animal 2002","Big","Canine","Herbivore","2","3","2","TRUE"
"Animal 2003","Medium","Incisor","Omnivore","6","3","5","TRUE"
"Animal 2004","Big","Canine","Omnivore","4","3","5","TRUE"
"Animal 2005","Big","Canine","Carnivore","4","3","1","FALSE"
"Animal 2006","Small","Canine","Omnivore","5","3","6","FALSE"
"Animal 2007","Small","Incisor","Carnivore","8","3","4","FALSE"
"Animal 2008","Medium","Incisor","Omnivore","6","3","2","TRUE"
"Animal 2009","Small","Incisor","Omnivore","4","3","1","TRUE"
"Animal 2010","Small","Canine","Omnivore","10","3","6","FALSE"
"Animal 2011","Small","Incisor","Omnivore","2","3","4","TRUE"
"Animal 2012","Medium","Incisor","Carnivore","10","3","6","FALSE"
"Animal 2013","Big","Canine","Omnivore","2","3","3","TRUE"
"Animal 2014","Big","Canine","Omnivore","6","3","3","FALSE"
"Animal 2015","Big","Canine","Omnivore","4","3","1","TRUE"
"Animal 2016","Big","Incisor","Herbivore","2","3","3","TRUE"
"Animal 2017","Small","Canine","Omnivore","2","3","1","TRUE"
"Animal 2018","Small","Incisor","Herbivore","6","3","4","TRUE"
"Animal 2019","Small","Incisor","Omnivore","7","3","6","FALSE"
"Animal 2020","Small","Incisor","Herbivore","2","3","1","TRUE"
"Animal 2021","Big","Incisor","Omnivore","11","3","4","FALSE"
"Animal 2022","Small","Incisor","Omnivore","4","3","6","FALSE"
"Animal 2023","Big","Incisor","Herbivore","2","3","2","TRUE"
"Animal 2024","Big","Canine","Omnivore","2","3","4","FALSE"
"Animal 2025","Small","Canine","Omnivore","4","3","1","TRUE"
"Animal 2026","Medium","Incisor","Omnivore","11","3","4","FALSE"
"Animal 2027","Small","Canine","Omnivore","6","3","1","TRUE"
"Animal 2028","Big","Canine","Herbivore","4","3","2","TRUE"
"Animal 2029","Small","Incisor","Omnivore","8","3","4","FALSE"
"Animal 2030","Medium","Incisor","Carnivore","4","3","4","FALSE"
"Animal 2031","Small","Canine","Omnivore","4","3","5","TRUE"
"Animal 2032","Small","Incisor","Omnivore","3","3","3","FALSE"
"Animal 2033","Small","Incisor","Omnivore","6","3","1","TRUE"
"Animal 2034","Big","Incisor","Omnivore","4","3","5","FALSE"
"Animal 2035","Medium","Canine","Herbivore","4","3","3","TRUE"
"Animal 2036","Small","Incisor","Herbivore","6","3","3","TRUE"
"Animal 2037","Medium","Incisor","Omnivore","4","3","3","TRUE"
"Animal 2038","Small","Incisor","Omnivore","6","3","2","FALSE"
"Animal 2039","Small","Canine","Herbivore","6","3","2","TRUE"
"Animal 2040","Small","Incisor","Herbivore","6","3","4","TRUE"
"Animal 2041","Big","Incisor","Omnivore","6","3","4","TRUE"
"Animal 2042","Medium","Canine","Herbivore","2","3","5","TRUE"
"Animal 2043","Small","Incisor","Omnivore","3","3","2","FALSE"
"Animal 2044","Big","Canine","Omnivore","6","3","2","TRUE"
"Animal 2045","Medium","Incisor","Carnivore","3","3","6","FALSE"
"Animal 2046","Medium","Canine","Herbivore","2","3","4","TRUE"
"Animal 2047","Big","Canine","Omnivore","2","3","3","TRUE"
"Animal 2048","Medium","Canine","Omnivore","4","3","2","TRUE"
"Animal 2049","Medium","Incisor","Carnivore","1","3","2","FALSE"
"Animal 2050","Small","Canine","Omnivore","4","3","5","FALSE"
"Animal 2051","Small","Canine","Herbivore","6","3","4","TRUE"
"Animal 2052","Medium","Canine","Omnivore","7","3","4","FALSE"
"Animal 2053","Medium","Incisor","Omnivore","4","3","2","TRUE"
"Animal 2054","Big","Incisor","Carnivore","11","3","6","FALSE"
"Animal 2055","Medium","Canine","Omnivore","4","3","3","TRUE"
"Animal 2056","Small","Incisor","Omnivore","4","3","6","FALSE"
"Animal 2057","Medium","Incisor","Omnivore","6","3","5","TRUE"
"Animal 2058","Big","Incisor","Omnivore","4","3","1","TRUE"
"Animal 2059","Small","Incisor","Omnivore","6","3","1","TRUE"
"Animal 2060","Big","Incisor","Carnivore","12","3","2","FALSE"
"Animal 2061","Small","Canine","Omnivore","6","3","5","TRUE"
"Animal 2062","Big","Incisor","Omnivore","2","3","6","FALSE"
"Animal 2063","Medium","Canine","Omnivore","4","3","1","TRUE"
"Animal 2064","Small","Incisor","Carnivore","8","3","2","FALSE"
"Animal 2065","Medium","Canine","Omnivore","4","3","2","TRUE"
"Animal 2066","Small","Incisor","Herbivore","4","3","3","TRUE"
"Animal 2067","Big","Incisor","Omnivore","4","3","1","TRUE"
"Animal 2068","Medium","Canine","Omnivore","4","3","3","TRUE"
"Animal 2069","Medium","Incisor","Herbivore","6","3","2","TRUE"
"Animal 2070","Medium","Incisor","Omnivore","6","3","3","FALSE"
"Animal 2071","Big","Incisor","Omnivore","2","3","5","TRUE"
"Animal 2072","Medium","Incisor","Herbivore","2","3","3","TRUE"
"Animal 2073","Big","Canine","Omnivore","6","3","5","FALSE"
"Animal 2074","Medium","Canine","Omnivore","12","3","2","FALSE"
"Animal 2075","Small","Incisor","Herbivore","2","3","5","TRUE"
"Animal 2076","Small","Incisor","Carnivore","12","3","1","FALSE"
"Animal 2077","Small","Canine","Omnivore","5","3","5","FALSE"
"Animal 2078","Medium","Incisor","Omnivore","4","3","4","FALSE"
"Animal 2079","Medium","Incisor","Omnivore","5","3","3","FALSE"
"Animal 2080","Medium","Incisor","Carnivore","11","3","5","FALSE"
"Animal 2081","Medium","Incisor","Omnivore","3","3","1","FALSE"
"Animal 2082","Small","Canine","Omnivore","2","3","4","TRUE"
"Animal 2083","Big","Incisor","Omnivore","7","3","5","FALSE"
"Animal 2084","Small","Incisor","Carnivore","2","3","3","FALSE"
"Animal 2085","Big","Canine","Omnivore","7","3","1","FALSE"
"Animal 2086","Small","Incisor","Omnivore","10","3","6","FALSE"
"Animal 2087","Medium","Incisor","Omnivore","2","3","2","TRUE"
"Animal 2088","Small","Canine","Herbivore","2","3","1","TRUE"
"Animal 2089","Medium","Canine","Omnivore","12","3","1","FALSE"
"Animal 2090","Small","Canine","Omnivore","4","3","1","TRUE"
"Animal 2091","Medium","Incisor","Omnivore","8","3","4","FALSE"
"Animal 2092","Big","Incisor","Omnivore","4","3","4","FALSE"
"Animal 2093","Big","Incisor","Herbivore","2","3","4","TRUE"
"Animal 2094","Big","Incisor","Omnivore","2","3","1","FALSE"
"Animal 2095","Big","Canine","Omnivore","8","3","6","FALSE"
"Animal 2096","Big","Incisor","Herbivore","4","3","2","TRUE"
"Animal 2097","Medium","Incisor","Omnivore","1","3","6","FALSE"
"Animal 2098","Big","Incisor","Omnivore","2","3","2","TRUE"
"Animal 2099","Small","Canine","Herbivore","6","3","2","TRUE"
"Animal 2100","Big","Canine","Omnivore","2","3","5","TRUE"
"Animal 2101","Big","Incisor","Omnivore","6","3","3","TRUE"
"Animal 2102","Medium","Canine","Omnivore","4","3","4","TRUE"
"Animal 2103","Big","Canine","Herbivore","4","3","3","TRUE"
"Animal 2104","Medium","Canine","Omnivore","2","3","3","TRUE"
"Animal 2105","Small","Canine","Omnivore","6","3","5","TRUE"
"Animal 2106","Small","Canine","Omnivore","6","3","3","FALSE"
"Animal 2107","Big","Canine","Carnivore","9","3","1","FALSE"
"Animal 2108","Big","Incisor","Omnivore","6","3","3","FALSE"
"Animal 2109","Medium","Incisor","Omnivore","1","3","6","FALSE"
"Animal 2110","Medium","Canine","Herbivore","6","3","1","TRUE"
"Animal 2111","Medium","Canine","Omnivore","4","3","5","TRUE"
"Animal 2112","Big","Incisor","Omnivore","10","3","1","FALSE"
"Animal 2113","Small","Incisor","Omnivore","6","3","2","TRUE"
"Animal 2114","Big","Canine","Omnivore","2","3","4","TRUE"
"Animal 2115","Big","Incisor","Omnivore","2","3","4","TRUE"
"Animal 2116","Small","Incisor","Omnivore","4","3","3","FALSE"
"Animal 2117","Small","Canine","Herbivore","6","3","4","TRUE"
"Animal 2118","Big","Incisor","Omnivore","12","3","2","FALSE"
"Animal 2119","Big","Incisor","Carnivore","8","3","6","FALSE"
"Animal 2120","Big","Incisor","Omnivore","4","3","2","TRUE"
"Animal 2121","Big","Canine","Herbivore","2","3","2","TRUE"
"Animal 2122","Big","Incisor","Carnivore","11","3","3","FALSE"
"Animal 2123","Medium","Incisor","Carnivore","12","3","3","FALSE"
"Animal 2124","Big","Canine","Herbivore","2","3","3","TRUE"
"Animal 2125","Big","Incisor","Omnivore","6","3","2","FALSE"
"Animal 2126","Small","Canine","Herbivore","4","3","4","TRUE"
"Animal 2127","Small","Canine","Omnivore","6","3","2","TRUE"
"Animal 2128","Big","Canine","Carnivore","11","3","4","FALSE"
"Animal 2129","Small","Canine","Omnivore","2","3","2","TRUE"
"Animal 2130","Big","Canine","Omnivore","5","3","5","FALSE"
"Animal 2131","Big","Canine","Omnivore","12","3","2","FALSE"
"Animal 2132","Big","Incisor","Carnivore","6","3","5","FALSE"
"Animal 2133","Big","Canine","Omnivore","3","3","2","FALSE"
"Animal 2134","Medium","Canine","Omnivore","4","3","4","TRUE"
"Animal 2135","Small","Canine","Omnivore","2","3","1","TRUE"
"Animal 2136","Medium","Incisor","Carnivore","2","3","6","FALSE"
"Animal 2137","Small","Incisor","Herbivore","2","3","2","TRUE"
"Animal 2138","Medium","Incisor","Carnivore","2","3","5","FALSE"
"Animal 2139","Big","Incisor","Carnivore","1","3","5","FALSE"
"Animal 2140","Big","Canine","Omnivore","6","3","1","TRUE"
"Animal 2141","Small","Incisor","Omnivore","4","3","5","TRUE"
"Animal 2142","Big","Canine","Omnivore","6","3","1","TRUE"
"Animal 2143","Medium","Canine","Omnivore","2","3","2","TRUE"
"Animal 2144","Big","Canine","Omnivore","6","3","1","TRUE"
"Animal 2145","Medium","Canine","Omnivore","4","3","3","TRUE"
"Animal 2146","Big","Incisor","Omnivore","4","3","1","TRUE"
"Animal 2147","Big","Incisor","Carnivore","12","3","2","FALSE"
"Animal 2148","Small","Incisor","Omnivore","3","3","4","FALSE"
"Animal 2149","Big","Incisor","Omnivore","6","3","4","TRUE"
"Animal 2150","Big","Incisor","Omnivore","12","3","6","FALSE"
"Animal 2151","Big","Incisor","Omnivore","1","3","1","FALSE"
"Animal 2152","Medium","Canine","Herbivore","2","3","4","TRUE"
"Animal 2153","Small","Canine","Omnivore","4","3","4","TRUE"
"Animal 2154","Small","Canine","Herbivore","6","3","2","TRUE"
"Animal 2155","Big","Canine","Omnivore","2","3","4","TRUE"
"Animal 2156","Small","Incisor","Omnivore","7","3","4","FALSE"
"Animal 2157","Big","Canine","Omnivore","6","3","5","TRUE"
"Animal 2158","Medium","Incisor","Omnivore","3","3","3","FALSE"
"Animal 2159","Medium","Canine","Herbivore","2","3","3","TRUE"
"Animal 2160","Big","Incisor","Omnivore","8","3","2","FALSE"
"Animal 2161","Medium","Incisor","Herbivore","4","3","1","TRUE"
"Animal 2162","Medium","Incisor","Herbivore","4","3","3","TRUE"
"Animal 2163","Medium","Canine","Omnivore","2","3","2","TRUE"
"Animal 2164","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 2165","Medium","Canine","Omnivore","4","2","1","TRUE"
"Animal 2166","Big","Incisor","Omnivore","2","2","4","TRUE"
"Animal 2167","Big","Canine","Omnivore","4","1","3","TRUE"
"Animal 2168","Medium","Incisor","Omnivore","7","2","5","FALSE"
"Animal 2169","Medium","Canine","Herbivore","4","2","1","TRUE"
"Animal 2170","Medium","Incisor","Herbivore","2","2","1","TRUE"
"Animal 2171","Small","Incisor","Omnivore","7","2","6","FALSE"
"Animal 2172","Small","Incisor","Omnivore","8","2","6","FALSE"
"Animal 2173","Big","Incisor","Omnivore","2","3","3","TRUE"
"Animal 2174","Medium","Canine","Herbivore","2","1","5","TRUE"
"Animal 2175","Big","Incisor","Omnivore","2","2","3","TRUE"
"Animal 2176","Big","Incisor","Omnivore","1","2","1","FALSE"
"Animal 2177","Small","Canine","Omnivore","2","2","3","TRUE"
"Animal 2178","Medium","Incisor","Omnivore","7","2","3","FALSE"
"Animal 2179","Small","Incisor","Omnivore","8","3","5","FALSE"
"Animal 2180","Small","Canine","Omnivore","12","2","4","FALSE"
"Animal 2181","Big","Canine","Omnivore","6","1","1","TRUE"
"Animal 2182","Big","Canine","Omnivore","4","2","4","TRUE"
"Animal 2183","Small","Canine","Herbivore","4","1","5","TRUE"
"Animal 2184","Big","Incisor","Carnivore","4","2","5","FALSE"
"Animal 2185","Big","Canine","Omnivore","10","2","2","FALSE"
"Animal 2186","Big","Canine","Omnivore","6","3","4","TRUE"
"Animal 2187","Big","Incisor","Herbivore","6","2","5","TRUE"
"Animal 2188","Big","Incisor","Omnivore","6","1","4","TRUE"
"Animal 2189","Medium","Canine","Omnivore","7","2","4","FALSE"
"Animal 2190","Big","Incisor","Carnivore","11","3","2","FALSE"
"Animal 2191","Big","Canine","Omnivore","6","1","3","TRUE"
"Animal 2192","Medium","Incisor","Omnivore","4","2","4","TRUE"
"Animal 2193","Small","Canine","Omnivore","6","1","3","TRUE"
"Animal 2194","Medium","Incisor","Omnivore","6","1","3","TRUE"
"Animal 2195","Small","Incisor","Omnivore","5","2","4","FALSE"
"Animal 2196","Medium","Incisor","Herbivore","6","3","1","TRUE"
"Animal 2197","Big","Incisor","Omnivore","1","2","3","FALSE"
"Animal 2198","Medium","Incisor","Carnivore","9","3","2","FALSE"
"Animal 2199","Medium","Incisor","Omnivore","10","2","2","FALSE"
"Animal 2200","Medium","Incisor","Omnivore","12","2","2","FALSE"
"Animal 2201","Small","Canine","Omnivore","2","2","2","TRUE"
"Animal 2202","Medium","Incisor","Carnivore","8","2","1","FALSE"
"Animal 2203","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 2204","Medium","Incisor","Carnivore","1","2","5","FALSE"
"Animal 2205","Small","Incisor","Carnivore","3","3","4","FALSE"
